_id,tripduration,start station id,start station name,end station id,end station name,bikeid,usertype,birth year,gender,start station location,end station location,start time,stop time
572bb8222b288919b68abf5a,379,476,E 31 St & 3 Ave,498,Broadway & W 32 St,17827,Subscriber,1969,1,"{'$numberDouble': '-73.97966069'}, {'$numberDouble': '40.74394314'}","{'$numberDouble': '-73.98808416'}, {'$numberDouble': '40.74854862'}",2016-01-01T00:00:45,2016-01-01T00:07:04
572bb8222b288919b68abf5b,889,268,Howard St & Centre St,3002,South End Ave & Liberty St,22794,Subscriber,1961,2,"{'$numberDouble': '-73.99973337'}, {'$numberDouble': '40.71910537'}","{'$numberDouble': '-74.015756'}, {'$numberDouble': '40.711512'}",2016-01-01T00:01:06,2016-01-01T00:15:56
572bb8222b288919b68abf5c,589,489,10 Ave & W 28 St,284,Greenwich Ave & 8 Ave,21997,Subscriber,1982,2,"{'$numberDouble': '-74.00176802'}, {'$numberDouble': '40.75066386'}","{'$numberDouble': '-74.0026376103'}, {'$numberDouble': '40.7390169121'}",2016-01-01T00:00:48,2016-01-01T00:10:37
572bb8222b288919b68abf5d,923,268,Howard St & Centre St,3002,South End Ave & Liberty St,22285,Subscriber,1958,1,"{'$numberDouble': '-73.99973337'}, {'$numberDouble': '40.71910537'}","{'$numberDouble': '-74.015756'}, {'$numberDouble': '40.711512'}",2016-01-01T00:00:41,2016-01-01T00:16:04
572bb8222b288919b68abf5e,332,3104,Kent Ave & N 7 St,389,Broadway & Berry St,15788,Subscriber,1984,1,"{'$numberDouble': '-73.96150225'}, {'$numberDouble': '40.72057658'}","{'$numberDouble': '-73.96525063'}, {'$numberDouble': '40.71044554'}",2016-01-01T00:01:19,2016-01-01T00:06:51
572bb8222b288919b68abf5f,2321,3167,Amsterdam Ave & W 73 St,3164,Columbus Ave & W 72 St,24183,Subscriber,1963,1,"{'$numberDouble': '-73.98093044757842'}, {'$numberDouble': '40.77966809007312'}","{'$numberDouble': '-73.97898475'}, {'$numberDouble': '40.7770575'}",2016-01-01T00:01:27,2016-01-01T00:40:08
572bb8222b288919b68abf60,694,268,Howard St & Centre St,497,E 17 St & Broadway,15747,Subscriber,1996,1,"{'$numberDouble': '-73.99973337'}, {'$numberDouble': '40.71910537'}","{'$numberDouble': '-73.99009296'}, {'$numberDouble': '40.73704984'}",2016-01-01T00:02:18,2016-01-01T00:13:53
572bb8222b288919b68abf61,1376,527,E 33 St & 2 Ave,259,South St & Whitehall St,23933,Subscriber,1963,1,"{'$numberDouble': '-73.976056'}, {'$numberDouble': '40.744023'}","{'$numberDouble': '-74.01234218'}, {'$numberDouble': '40.70122128'}",2016-01-01T00:03:12,2016-01-01T00:26:09
572bb8222b288919b68abf62,1480,2006,Central Park S & 6 Ave,2006,Central Park S & 6 Ave,14562,Subscriber,1952,1,"{'$numberDouble': '-73.97634151'}, {'$numberDouble': '40.76590936'}","{'$numberDouble': '-73.97634151'}, {'$numberDouble': '40.76590936'}",2016-01-01T00:01:12,2016-01-01T00:25:52
572bb8222b288919b68abf63,615,432,E 7 St & Avenue A,311,Norfolk St & Broome St,23993,Subscriber,1971,1,"{'$numberDouble': '-73.98379855'}, {'$numberDouble': '40.72621788'}","{'$numberDouble': '-73.98802084'}, {'$numberDouble': '40.7172274'}",2016-01-01T00:03:43,2016-01-01T00:13:59
572bb8222b288919b68abf64,1770,3226,W 82 St & Central Park West,509,9 Ave & W 22 St,22541,Subscriber,1970,1,"{'$numberDouble': '-73.97137'}, {'$numberDouble': '40.78275'}","{'$numberDouble': '-74.00197139'}, {'$numberDouble': '40.7454973'}",2016-01-01T00:04:43,2016-01-01T00:34:14
572bb8222b288919b68abf65,525,331,Pike St & Monroe St,236,St Marks Pl & 2 Ave,22193,Subscriber,1988,1,"{'$numberDouble': '-73.99193043'}, {'$numberDouble': '40.71173107'}","{'$numberDouble': '-73.98713956'}, {'$numberDouble': '40.7284186'}",2016-01-01T00:05:40,2016-01-01T00:14:25
572bb8222b288919b68abf66,667,444,Broadway & W 24 St,490,8 Ave & W 33 St,18665,Subscriber,1964,1,"{'$numberDouble': '-73.98915076'}, {'$numberDouble': '40.7423543'}","{'$numberDouble': '-73.993934'}, {'$numberDouble': '40.751551'}",2016-01-01T00:05:41,2016-01-01T00:16:49
572bb8222b288919b68abf67,240,3165,Central Park West & W 72 St,3168,Central Park West & W 85 St,22174,Subscriber,1976,1,"{'$numberDouble': '-73.9762057363987'}, {'$numberDouble': '40.77579376683666'}","{'$numberDouble': '-73.96961715'}, {'$numberDouble': '40.78472675'}",2016-01-01T00:06:35,2016-01-01T00:10:36
572bb8222b288919b68abf68,539,3117,Franklin St & Dupont St,3104,Kent Ave & N 7 St,15061,Subscriber,1989,1,"{'$numberDouble': '-73.95866'}, {'$numberDouble': '40.73564'}","{'$numberDouble': '-73.96150225'}, {'$numberDouble': '40.72057658'}",2016-01-01T00:07:39,2016-01-01T00:16:39
572bb8222b288919b68abf69,1245,442,W 27 St & 7 Ave,545,E 23 St & 1 Ave,24071,Subscriber,1970,1,"{'$numberDouble': '-73.993915'}, {'$numberDouble': '40.746647'}","{'$numberDouble': '-73.97809472'}, {'$numberDouble': '40.736502'}",2016-01-01T00:08:17,2016-01-01T00:29:03
572bb8222b288919b68abf6a,479,3117,Franklin St & Dupont St,3104,Kent Ave & N 7 St,23563,Subscriber,1993,1,"{'$numberDouble': '-73.95866'}, {'$numberDouble': '40.73564'}","{'$numberDouble': '-73.96150225'}, {'$numberDouble': '40.72057658'}",2016-01-01T00:08:42,2016-01-01T00:16:42
572bb8222b288919b68abf6b,398,483,E 12 St & 3 Ave,483,E 12 St & 3 Ave,15721,Subscriber,1972,2,"{'$numberDouble': '-73.98889957'}, {'$numberDouble': '40.73223272'}","{'$numberDouble': '-73.98889957'}, {'$numberDouble': '40.73223272'}",2016-01-01T00:09:19,2016-01-01T00:15:58
572bb8222b288919b68abf6c,888,284,Greenwich Ave & 8 Ave,439,E 4 St & 2 Ave,15082,Subscriber,1982,1,"{'$numberDouble': '-74.0026376103'}, {'$numberDouble': '40.7390169121'}","{'$numberDouble': '-73.98978041'}, {'$numberDouble': '40.7262807'}",2016-01-01T00:08:47,2016-01-01T00:23:36
572bb8222b288919b68abf6d,858,532,S 5 Pl & S 4 St,401,Allen St & Rivington St,17057,Customer,0,0,"{'$numberDouble': '-73.960876'}, {'$numberDouble': '40.710451'}","{'$numberDouble': '-73.98997825'}, {'$numberDouble': '40.72019576'}",2016-01-01T00:09:31,2016-01-01T00:23:49
572bb8222b288919b68abf6e,719,3116,Huron St & Franklin St,3126,44 Dr & Jackson Ave,16624,Subscriber,1982,1,"{'$numberDouble': '-73.95826'}, {'$numberDouble': '40.73266'}","{'$numberDouble': '-73.9432635'}, {'$numberDouble': '40.74718234'}",2016-01-01T00:10:00,2016-01-01T00:21:59
572bb8222b288919b68abf6f,839,532,S 5 Pl & S 4 St,401,Allen St & Rivington St,17109,Customer,0,0,"{'$numberDouble': '-73.960876'}, {'$numberDouble': '40.710451'}","{'$numberDouble': '-73.98997825'}, {'$numberDouble': '40.72019576'}",2016-01-01T00:09:55,2016-01-01T00:23:54
572bb8222b288919b68abf70,110,439,E 4 St & 2 Ave,439,E 4 St & 2 Ave,24021,Customer,0,0,"{'$numberDouble': '-73.98978041'}, {'$numberDouble': '40.7262807'}","{'$numberDouble': '-73.98978041'}, {'$numberDouble': '40.7262807'}",2016-01-01T00:10:24,2016-01-01T00:12:15
572bb8222b288919b68abf71,280,512,W 29 St & 9 Ave,466,W 25 St & 6 Ave,23144,Subscriber,1988,1,"{'$numberDouble': '-73.99839279'}, {'$numberDouble': '40.7500727'}","{'$numberDouble': '-73.99144871'}, {'$numberDouble': '40.74395411'}",2016-01-01T00:10:29,2016-01-01T00:15:09
572bb8222b288919b68abf72,937,387,Centre St & Chambers St,503,E 20 St & Park Ave,23650,Subscriber,1982,2,"{'$numberDouble': '-74.0046073'}, {'$numberDouble': '40.71273266'}","{'$numberDouble': '-73.98751968'}, {'$numberDouble': '40.73827428'}",2016-01-01T00:10:45,2016-01-01T00:26:22
572bb8222b288919b68abf73,2038,3143,5 Ave & E 78 St,479,9 Ave & W 45 St,19804,Subscriber,1963,2,"{'$numberDouble': '-73.96388769149779'}, {'$numberDouble': '40.77682863439968'}","{'$numberDouble': '-73.9912551'}, {'$numberDouble': '40.76019252'}",2016-01-01T00:10:50,2016-01-01T00:44:49
572bb8222b288919b68abf74,2023,3143,5 Ave & E 78 St,479,9 Ave & W 45 St,14769,Customer,0,0,"{'$numberDouble': '-73.96388769149779'}, {'$numberDouble': '40.77682863439968'}","{'$numberDouble': '-73.9912551'}, {'$numberDouble': '40.76019252'}",2016-01-01T00:11:15,2016-01-01T00:44:58
572bb8222b288919b68abf75,743,531,Forsyth St & Broome St,2003,1 Ave & E 18 St,21624,Subscriber,1970,2,"{'$numberDouble': '-73.99266288'}, {'$numberDouble': '40.71893904'}","{'$numberDouble': '-73.98054420948029'}, {'$numberDouble': '40.733812191966315'}",2016-01-01T00:11:42,2016-01-01T00:24:05
572bb8222b288919b68abf76,1236,3231,E 67 St & Park Ave,3231,E 67 St & Park Ave,16475,Customer,0,0,"{'$numberDouble': '-73.96592080593109'}, {'$numberDouble': '40.76780080148132'}","{'$numberDouble': '-73.96592080593109'}, {'$numberDouble': '40.76780080148132'}",2016-01-01T00:12:14,2016-01-01T00:32:50
572bb8222b288919b68abf77,662,3175,W 70 St & Amsterdam Ave,3166,Riverside Dr & W 72 St,22560,Subscriber,1976,1,"{'$numberDouble': '-73.98288594'}, {'$numberDouble': '40.77748046'}","{'$numberDouble': '-73.98562431335449'}, {'$numberDouble': '40.78057799010334'}",2016-01-01T00:12:16,2016-01-01T00:23:19
572bb8222b288919b68abf78,1169,517,Pershing Square South,237,E 11 St & 2 Ave,19424,Customer,0,0,"{'$numberDouble': '-73.97791'}, {'$numberDouble': '40.751581'}","{'$numberDouble': '-73.98672378'}, {'$numberDouble': '40.73047309'}",2016-01-01T00:12:31,2016-01-01T00:32:01
572bb8222b288919b68abf79,1167,517,Pershing Square South,237,E 11 St & 2 Ave,14823,Customer,0,0,"{'$numberDouble': '-73.97791'}, {'$numberDouble': '40.751581'}","{'$numberDouble': '-73.98672378'}, {'$numberDouble': '40.73047309'}",2016-01-01T00:12:35,2016-01-01T00:32:03
572bb8222b288919b68abf7a,1684,439,E 4 St & 2 Ave,385,E 55 St & 2 Ave,22661,Customer,0,0,"{'$numberDouble': '-73.98978041'}, {'$numberDouble': '40.7262807'}","{'$numberDouble': '-73.96603308'}, {'$numberDouble': '40.75797322'}",2016-01-01T00:12:46,2016-01-01T00:40:51
572bb8222b288919b68abf7b,936,3175,W 70 St & Amsterdam Ave,281,Grand Army Plaza & Central Park S,24072,Subscriber,1951,1,"{'$numberDouble': '-73.98288594'}, {'$numberDouble': '40.77748046'}","{'$numberDouble': '-73.97371465'}, {'$numberDouble': '40.7643971'}",2016-01-01T00:12:46,2016-01-01T00:28:23
572bb8222b288919b68abf7c,404,3138,E 77 St & Park Ave,3134,3 Ave & E 62 St,22965,Subscriber,1966,1,"{'$numberDouble': '-73.96175265312193'}, {'$numberDouble': '40.774405455003'}","{'$numberDouble': '-73.96526895'}, {'$numberDouble': '40.76312584'}",2016-01-01T00:13:01,2016-01-01T00:19:45
572bb8222b288919b68abf7d,535,439,E 4 St & 2 Ave,358,Christopher St & Greenwich St,21223,Subscriber,1971,1,"{'$numberDouble': '-73.98978041'}, {'$numberDouble': '40.7262807'}","{'$numberDouble': '-74.00711384'}, {'$numberDouble': '40.73291553'}",2016-01-01T00:13:26,2016-01-01T00:22:21
572bb8222b288919b68abf7e,557,363,West Thames St,146,Hudson St & Reade St,17569,Subscriber,1960,1,"{'$numberDouble': '-74.01713445'}, {'$numberDouble': '40.70834698'}","{'$numberDouble': '-74.0091059'}, {'$numberDouble': '40.71625008'}",2016-01-01T00:13:30,2016-01-01T00:22:47
572bb8222b288919b68abf7f,272,3002,South End Ave & Liberty St,264,Maiden Ln & Pearl St,21619,Subscriber,1989,1,"{'$numberDouble': '-74.015756'}, {'$numberDouble': '40.711512'}","{'$numberDouble': '-74.00731853'}, {'$numberDouble': '40.70706456'}",2016-01-01T00:13:45,2016-01-01T00:18:17
572bb8222b288919b68abf80,1343,2003,1 Ave & E 18 St,3147,E 85 St & 3 Ave,24232,Subscriber,1954,2,"{'$numberDouble': '-73.98054420948029'}, {'$numberDouble': '40.733812191966315'}","{'$numberDouble': '-73.95407149'}, {'$numberDouble': '40.77801203'}",2016-01-01T00:13:51,2016-01-01T00:36:15
572bb8222b288919b68abf81,265,376,John St & William St,152,Warren St & Church St,24119,Subscriber,1962,1,"{'$numberDouble': '-74.00722156'}, {'$numberDouble': '40.70862144'}","{'$numberDouble': '-74.00910627'}, {'$numberDouble': '40.71473993'}",2016-01-01T00:14:26,2016-01-01T00:18:52
572bb8222b288919b68abf82,812,518,E 39 St & 2 Ave,433,E 13 St & Avenue A,14785,Subscriber,1977,1,"{'$numberDouble': '-73.9734419'}, {'$numberDouble': '40.74780373'}","{'$numberDouble': '-73.98057249'}, {'$numberDouble': '40.72955361'}",2016-01-01T00:14:48,2016-01-01T00:28:21
572bb8222b288919b68abf83,285,406,Hicks St & Montague St,391,Clark St & Henry St,18591,Subscriber,1972,1,"{'$numberDouble': '-73.99595065'}, {'$numberDouble': '40.69512845'}","{'$numberDouble': '-73.99344559'}, {'$numberDouble': '40.69760127'}",2016-01-01T00:14:52,2016-01-01T00:19:37
572bb8222b288919b68abf84,967,491,E 24 St & Park Ave S,495,W 47 St & 10 Ave,22478,Subscriber,1974,1,"{'$numberDouble': '-73.98602213'}, {'$numberDouble': '40.74096374'}","{'$numberDouble': '-73.99301222'}, {'$numberDouble': '40.76269882'}",2016-01-01T00:15:30,2016-01-01T00:31:38
572bb8222b288919b68abf85,1092,280,E 10 St & 5 Ave,527,E 33 St & 2 Ave,15713,Subscriber,1990,2,"{'$numberDouble': '-73.99510132'}, {'$numberDouble': '40.73331967'}","{'$numberDouble': '-73.976056'}, {'$numberDouble': '40.744023'}",2016-01-01T00:16:04,2016-01-01T00:34:16
572bb8222b288919b68abf86,1087,280,E 10 St & 5 Ave,527,E 33 St & 2 Ave,20945,Subscriber,1990,2,"{'$numberDouble': '-73.99510132'}, {'$numberDouble': '40.73331967'}","{'$numberDouble': '-73.976056'}, {'$numberDouble': '40.744023'}",2016-01-01T00:16:08,2016-01-01T00:34:15
572bb8222b288919b68abf87,960,492,W 33 St & 7 Ave,405,Washington St & Gansevoort St,19039,Subscriber,1982,2,"{'$numberDouble': '-73.99093085'}, {'$numberDouble': '40.75019995'}","{'$numberDouble': '-74.008119'}, {'$numberDouble': '40.739323'}",2016-01-01T00:16:13,2016-01-01T00:32:13
572bb8222b288919b68abf88,931,492,W 33 St & 7 Ave,405,Washington St & Gansevoort St,20258,Subscriber,1982,2,"{'$numberDouble': '-73.99093085'}, {'$numberDouble': '40.75019995'}","{'$numberDouble': '-74.008119'}, {'$numberDouble': '40.739323'}",2016-01-01T00:16:36,2016-01-01T00:32:08
572bb8222b288919b68abf89,879,281,Grand Army Plaza & Central Park S,379,W 31 St & 7 Ave,23386,Subscriber,1981,1,"{'$numberDouble': '-73.97371465'}, {'$numberDouble': '40.7643971'}","{'$numberDouble': '-73.9916'}, {'$numberDouble': '40.749156'}",2016-01-01T00:16:41,2016-01-01T00:31:20
572bb8222b288919b68abf8a,300,340,Madison St & Clinton St,301,E 2 St & Avenue B,14899,Subscriber,1983,1,"{'$numberDouble': '-73.98776323'}, {'$numberDouble': '40.71269042'}","{'$numberDouble': '-73.98368779'}, {'$numberDouble': '40.72217444'}",2016-01-01T00:17:06,2016-01-01T00:22:07
572bb8222b288919b68abf8b,2606,307,Canal St & Rutgers St,489,10 Ave & W 28 St,21644,Subscriber,1988,1,"{'$numberDouble': '-73.98990025'}, {'$numberDouble': '40.71427487'}","{'$numberDouble': '-74.00176802'}, {'$numberDouble': '40.75066386'}",2016-01-01T00:17:09,2016-01-01T01:00:36
572bb8222b288919b68abf8c,2595,485,W 37 St & 5 Ave,281,Grand Army Plaza & Central Park S,15861,Subscriber,1988,1,"{'$numberDouble': '-73.98338988'}, {'$numberDouble': '40.75038009'}","{'$numberDouble': '-73.97371465'}, {'$numberDouble': '40.7643971'}",2016-01-01T00:17:04,2016-01-01T01:00:19
572bb8222b288919b68abf8d,657,505,6 Ave & W 33 St,383,Greenwich Ave & Charles St,19731,Subscriber,1973,1,"{'$numberDouble': '-73.98848395'}, {'$numberDouble': '40.74901271'}","{'$numberDouble': '-74.000271'}, {'$numberDouble': '40.735238'}",2016-01-01T00:17:13,2016-01-01T00:28:10
572bb8222b288919b68abf8e,1488,369,Washington Pl & 6 Ave,442,W 27 St & 7 Ave,21222,Customer,0,0,"{'$numberDouble': '-74.00026394'}, {'$numberDouble': '40.73224119'}","{'$numberDouble': '-73.993915'}, {'$numberDouble': '40.746647'}",2016-01-01T00:17:19,2016-01-01T00:42:08
572bb8222b288919b68abf8f,1485,369,Washington Pl & 6 Ave,442,W 27 St & 7 Ave,18112,Customer,0,0,"{'$numberDouble': '-74.00026394'}, {'$numberDouble': '40.73224119'}","{'$numberDouble': '-73.993915'}, {'$numberDouble': '40.746647'}",2016-01-01T00:17:24,2016-01-01T00:42:10
572bb8222b288919b68abf90,667,461,E 20 St & 2 Ave,494,W 26 St & 8 Ave,24185,Subscriber,1958,1,"{'$numberDouble': '-73.98205027'}, {'$numberDouble': '40.73587678'}","{'$numberDouble': '-73.99723551'}, {'$numberDouble': '40.74734825'}",2016-01-01T00:17:24,2016-01-01T00:28:32
572bb8222b288919b68abf91,675,545,E 23 St & 1 Ave,267,Broadway & W 36 St,22417,Subscriber,1985,1,"{'$numberDouble': '-73.97809472'}, {'$numberDouble': '40.736502'}","{'$numberDouble': '-73.98765428'}, {'$numberDouble': '40.75097711'}",2016-01-01T00:17:46,2016-01-01T00:29:01
572bb8222b288919b68abf92,396,317,E 6 St & Avenue B,317,E 6 St & Avenue B,23082,Subscriber,1981,1,"{'$numberDouble': '-73.98185424'}, {'$numberDouble': '40.72453734'}","{'$numberDouble': '-73.98185424'}, {'$numberDouble': '40.72453734'}",2016-01-01T00:17:55,2016-01-01T00:24:32
572bb8222b288919b68abf93,193,369,Washington Pl & 6 Ave,335,Washington Pl & Broadway,21165,Subscriber,1986,1,"{'$numberDouble': '-74.00026394'}, {'$numberDouble': '40.73224119'}","{'$numberDouble': '-73.99404649'}, {'$numberDouble': '40.72903917'}",2016-01-01T00:18:18,2016-01-01T00:21:32
572bb8222b288919b68abf94,1555,2006,Central Park S & 6 Ave,174,E 25 St & 1 Ave,18800,Subscriber,1956,1,"{'$numberDouble': '-73.97634151'}, {'$numberDouble': '40.76590936'}","{'$numberDouble': '-73.97738662'}, {'$numberDouble': '40.7381765'}",2016-01-01T00:18:26,2016-01-01T00:44:22
572bb8222b288919b68abf95,428,505,6 Ave & W 33 St,482,W 15 St & 7 Ave,23176,Subscriber,1994,2,"{'$numberDouble': '-73.98848395'}, {'$numberDouble': '40.74901271'}","{'$numberDouble': '-73.99931783'}, {'$numberDouble': '40.73935542'}",2016-01-01T00:18:45,2016-01-01T00:25:53
572bb8222b288919b68abf96,778,3180,Brooklyn Bridge Park - Pier 2,395,Bond St & Schermerhorn St,24277,Subscriber,1993,1,"{'$numberDouble': '-73.99712'}, {'$numberDouble': '40.69878'}","{'$numberDouble': '-73.98410637'}, {'$numberDouble': '40.68807003'}",2016-01-01T00:18:55,2016-01-01T00:31:54
572bb8222b288919b68abf97,1502,223,W 13 St & 7 Ave,164,E 47 St & 2 Ave,20030,Subscriber,1965,2,"{'$numberDouble': '-73.99994661'}, {'$numberDouble': '40.73781509'}","{'$numberDouble': '-73.97032517'}, {'$numberDouble': '40.75323098'}",2016-01-01T00:18:55,2016-01-01T00:43:58
572bb8222b288919b68abf98,110,3002,South End Ave & Liberty St,363,West Thames St,23677,Subscriber,1988,2,"{'$numberDouble': '-74.015756'}, {'$numberDouble': '40.711512'}","{'$numberDouble': '-74.01713445'}, {'$numberDouble': '40.70834698'}",2016-01-01T00:19:32,2016-01-01T00:21:22
572bb8222b288919b68abf99,941,428,E 3 St & 1 Ave,435,W 21 St & 6 Ave,18457,Subscriber,1982,2,"{'$numberDouble': '-73.98783413'}, {'$numberDouble': '40.72467721'}","{'$numberDouble': '-73.99415556'}, {'$numberDouble': '40.74173969'}",2016-01-01T00:19:33,2016-01-01T00:35:14
572bb8222b288919b68abf9a,394,483,E 12 St & 3 Ave,325,E 19 St & 3 Ave,22856,Subscriber,1994,1,"{'$numberDouble': '-73.98889957'}, {'$numberDouble': '40.73223272'}","{'$numberDouble': '-73.98473765'}, {'$numberDouble': '40.73624527'}",2016-01-01T00:19:37,2016-01-01T00:26:11
572bb8222b288919b68abf9b,394,483,E 12 St & 3 Ave,325,E 19 St & 3 Ave,24201,Subscriber,1994,1,"{'$numberDouble': '-73.98889957'}, {'$numberDouble': '40.73223272'}","{'$numberDouble': '-73.98473765'}, {'$numberDouble': '40.73624527'}",2016-01-01T00:19:37,2016-01-01T00:26:11
572bb8222b288919b68abf9c,915,428,E 3 St & 1 Ave,435,W 21 St & 6 Ave,23757,Subscriber,1986,1,"{'$numberDouble': '-73.98783413'}, {'$numberDouble': '40.72467721'}","{'$numberDouble': '-73.99415556'}, {'$numberDouble': '40.74173969'}",2016-01-01T00:19:40,2016-01-01T00:34:55
572bb8222b288919b68abf9d,419,3091,Frost St & Meeker St,3106,Driggs Ave & N Henry St,16107,Subscriber,1993,2,"{'$numberDouble': '-73.94882'}, {'$numberDouble': '40.71764'}","{'$numberDouble': '-73.94308'}, {'$numberDouble': '40.72325'}",2016-01-01T00:19:51,2016-01-01T00:26:51
572bb8222b288919b68abf9e,377,445,E 10 St & Avenue A,410,Suffolk St & Stanton St,22270,Subscriber,1975,1,"{'$numberDouble': '-73.98142006'}, {'$numberDouble': '40.72740794'}","{'$numberDouble': '-73.98517977'}, {'$numberDouble': '40.72066442'}",2016-01-01T00:20:04,2016-01-01T00:26:21
572bb8222b288919b68abf9f,388,445,E 10 St & Avenue A,410,Suffolk St & Stanton St,21117,Subscriber,1982,2,"{'$numberDouble': '-73.98142006'}, {'$numberDouble': '40.72740794'}","{'$numberDouble': '-73.98517977'}, {'$numberDouble': '40.72066442'}",2016-01-01T00:20:05,2016-01-01T00:26:34
572bb8222b288919b68abfa0,2494,504,1 Ave & E 15 St,504,1 Ave & E 15 St,22584,Subscriber,1959,1,"{'$numberDouble': '-73.98165557'}, {'$numberDouble': '40.73221853'}","{'$numberDouble': '-73.98165557'}, {'$numberDouble': '40.73221853'}",2016-01-01T00:20:05,2016-01-01T01:01:40
572bb8222b288919b68abfa1,271,3112,Milton St & Franklin St,3118,McGuinness Blvd & Eagle St,23477,Subscriber,1987,1,"{'$numberDouble': '-73.95779'}, {'$numberDouble': '40.72906'}","{'$numberDouble': '-73.95284'}, {'$numberDouble': '40.73555'}",2016-01-01T00:20:12,2016-01-01T00:24:44
572bb8222b288919b68abfa2,928,442,W 27 St & 7 Ave,72,W 52 St & 11 Ave,24192,Subscriber,1989,1,"{'$numberDouble': '-73.993915'}, {'$numberDouble': '40.746647'}","{'$numberDouble': '-73.99392888'}, {'$numberDouble': '40.76727216'}",2016-01-01T00:20:41,2016-01-01T00:36:10
572bb8222b288919b68abfa3,1364,3163,Central Park West & W 68 St,490,8 Ave & W 33 St,21290,Customer,0,0,"{'$numberDouble': '-73.97782542'}, {'$numberDouble': '40.7734066'}","{'$numberDouble': '-73.993934'}, {'$numberDouble': '40.751551'}",2016-01-01T00:20:42,2016-01-01T00:43:26
572bb8222b288919b68abfa4,1358,3163,Central Park West & W 68 St,490,8 Ave & W 33 St,15535,Customer,0,0,"{'$numberDouble': '-73.97782542'}, {'$numberDouble': '40.7734066'}","{'$numberDouble': '-73.993934'}, {'$numberDouble': '40.751551'}",2016-01-01T00:20:46,2016-01-01T00:43:24
572bb8222b288919b68abfa5,1325,3163,Central Park West & W 68 St,490,8 Ave & W 33 St,19160,Customer,0,0,"{'$numberDouble': '-73.97782542'}, {'$numberDouble': '40.7734066'}","{'$numberDouble': '-73.993934'}, {'$numberDouble': '40.751551'}",2016-01-01T00:21:09,2016-01-01T00:43:15
572bb8222b288919b68abfa6,868,279,Peck Slip & Front St,428,E 3 St & 1 Ave,23590,Subscriber,1996,2,"{'$numberDouble': '-74.00167'}, {'$numberDouble': '40.707873'}","{'$numberDouble': '-73.98783413'}, {'$numberDouble': '40.72467721'}",2016-01-01T00:21:14,2016-01-01T00:35:42
572bb8222b288919b68abfa7,467,161,LaGuardia Pl & W 3 St,438,St Marks Pl & 1 Ave,24056,Subscriber,1974,1,"{'$numberDouble': '-73.99810231'}, {'$numberDouble': '40.72917025'}","{'$numberDouble': '-73.98564945'}, {'$numberDouble': '40.72779126'}",2016-01-01T00:21:00,2016-01-01T00:28:47
572bb8222b288919b68abfa8,222,358,Christopher St & Greenwich St,284,Greenwich Ave & 8 Ave,17742,Subscriber,1966,1,"{'$numberDouble': '-74.00711384'}, {'$numberDouble': '40.73291553'}","{'$numberDouble': '-74.0026376103'}, {'$numberDouble': '40.7390169121'}",2016-01-01T00:21:15,2016-01-01T00:24:58
572bb8222b288919b68abfa9,686,3143,5 Ave & E 78 St,3132,E 59 St & Madison Ave,23514,Subscriber,1960,1,"{'$numberDouble': '-73.96388769149779'}, {'$numberDouble': '40.77682863439968'}","{'$numberDouble': '-73.97109243'}, {'$numberDouble': '40.76350532'}",2016-01-01T00:21:17,2016-01-01T00:32:44
572bb8222b288919b68abfaa,1315,3163,Central Park West & W 68 St,490,8 Ave & W 33 St,23538,Customer,0,0,"{'$numberDouble': '-73.97782542'}, {'$numberDouble': '40.7734066'}","{'$numberDouble': '-73.993934'}, {'$numberDouble': '40.751551'}",2016-01-01T00:21:17,2016-01-01T00:43:13
572bb8222b288919b68abfab,765,410,Suffolk St & Stanton St,475,E 16 St & Irving Pl,14540,Subscriber,1986,1,"{'$numberDouble': '-73.98517977'}, {'$numberDouble': '40.72066442'}","{'$numberDouble': '-73.98758561'}, {'$numberDouble': '40.73524276'}",2016-01-01T00:21:25,2016-01-01T00:34:10
572bb8222b288919b68abfac,738,485,W 37 St & 5 Ave,336,Sullivan St & Washington Sq,17169,Subscriber,1985,1,"{'$numberDouble': '-73.98338988'}, {'$numberDouble': '40.75038009'}","{'$numberDouble': '-73.99906065'}, {'$numberDouble': '40.73047747'}",2016-01-01T00:23:45,2016-01-01T00:36:04
572bb8222b288919b68abfad,400,285,Broadway & E 14 St,445,E 10 St & Avenue A,19490,Subscriber,1962,1,"{'$numberDouble': '-73.99074142'}, {'$numberDouble': '40.73454567'}","{'$numberDouble': '-73.98142006'}, {'$numberDouble': '40.72740794'}",2016-01-01T00:23:52,2016-01-01T00:30:32
572bb8222b288919b68abfae,983,488,W 39 St & 9 Ave,545,E 23 St & 1 Ave,23532,Subscriber,1977,1,"{'$numberDouble': '-73.99372222'}, {'$numberDouble': '40.75645824'}","{'$numberDouble': '-73.97809472'}, {'$numberDouble': '40.736502'}",2016-01-01T00:24:04,2016-01-01T00:40:27
572bb8222b288919b68abfaf,1899,479,9 Ave & W 45 St,3141,1 Ave & E 68 St,16810,Subscriber,1985,1,"{'$numberDouble': '-73.9912551'}, {'$numberDouble': '40.76019252'}","{'$numberDouble': '-73.95818491'}, {'$numberDouble': '40.76500525'}",2016-01-01T00:24:16,2016-01-01T00:55:55
